cust_id,age,gender,marital_status,employment_status,income,number_of_dependants,residence_type,years_at_current_address,city,state,zipcode,loan_id,loan_purpose,loan_type,sanction_amount,loan_amount,processing_fee,gst,net_disbursement,loan_tenure_months,principal_outstanding,bank_balance_at_application,disbursal_date,installment_start_dt,default,number_of_open_accounts,number_of_closed_accounts,total_loan_months,delinquent_months,total_dpd,enquiry_count,credit_utilization_ratio
C10653,36,M,Married,Salaried,1920000,3,Mortgage,27,Pune,Maharashtra,411001,L10653,Auto,Secured,2507000,2308000,46160.0,415440,1846400,33,1138619,703523,2020-08-16,2020-09-13,False,3,0,74,5,20,3,33
C10654,23,F,Married,Self-Employed,463000,5,Owned,17,Ahmedabad,Gujarat,380001,L10654,Home,Secured,1927000,1667000,33340.0,300060,1333600,39,250764,199490,2020-08-16,2020-08-20,False,2,0,41,0,0,5,61
C10655,31,F,Married,Self-Employed,864000,2,Owned,18,Jaipur,Rajasthan,302001,L10655,Personal,Unsecured,814000,735000,14700.0,132300,588000,8,529199,189589,2020-08-16,2020-08-30,False,4,0,159,0,0,7,93
C10656,54,M,Single,Self-Employed,2868000,2,Owned,3,Pune,Maharashtra,411001,L10656,Education,Secured,4150000,3882000,77640.0,698760,3105600,15,2086291,1025827,2020-08-16,2020-09-06,False,3,2,52,0,0,3,9
C10657,54,M,Married,Salaried,2324000,4,Mortgage,20,Hyderabad,Telangana,500001,L10657,Auto,Secured,2346000,1757000,35140.0,316260,1405600,27,1265039,599647,2020-08-16,2020-09-08,False,2,2,75,9,49,5,57
C10658,31,F,Single,Self-Employed,1831000,0,Mortgage,13,Kolkata,West Bengal,700001,L10658,Education,Secured,3764000,3043000,60860.0,547740,2434400,15,967594,703637,2020-08-16,2020-08-30,False,4,1,131,12,53,7,23
C10659,46,F,Married,Self-Employed,1864000,5,Rented,18,Ahmedabad,Gujarat,380001,L10659,Personal,Unsecured,1438000,1096000,21920.0,197280,876800,19,789119,578286,2020-08-16,2020-09-10,False,1,1,56,2,12,5,28
C10660,28,M,Single,Salaried,205000,0,Owned,18,Bangalore,Karnataka,560001,L10660,Personal,Unsecured,217000,162000,3240.0,29160,129600,20,113496,76537,2020-08-16,2020-08-30,True,1,2,3,1,6,2,98
C10661,54,F,Married,Self-Employed,1940000,2,Rented,5,Lucknow,Uttar Pradesh,226001,L10661,Personal,Unsecured,1485000,1159000,23180.0,208620,927200,22,834479,575315,2020-08-16,2020-08-30,True,3,1,27,19,126,3,78
C10662,42,F,Single,Self-Employed,6570000,0,Owned,19,Bangalore,Karnataka,560001,L10662,Personal,Unsecured,5000000,4182000,83640.0,752760,3345600,6,3011039,3069233,2020-08-16,2020-08-19,False,2,2,99,11,49,3,13
C10663,49,F,Married,Self-Employed,7826000,3,Owned,16,Bangalore,Karnataka,560001,L10663,Education,Secured,10860000,9510000,190200.0,1711800,7608000,57,4146709,4158141,2020-08-16,2020-09-01,False,1,1,24,0,0,5,9
C10664,22,F,Single,Self-Employed,368000,0,Rented,23,Bangalore,Karnataka,560001,L10664,Home,Secured,1486000,1216000,24320.0,218880,972800,40,164037,129839,2020-08-16,2020-09-14,True,2,0,67,5,41,5,52
C10665,46,M,Married,Self-Employed,1171000,2,Owned,26,Jaipur,Rajasthan,302001,L10665,Education,Secured,1930000,1423000,28460.0,256140,1138400,16,724150,313252,2020-08-16,2020-09-01,False,3,0,79,0,0,3,35
C10666,39,F,Married,Self-Employed,693000,4,Mortgage,10,Pune,Maharashtra,411001,L10666,Education,Secured,1223000,912000,18240.0,164160,729600,30,405324,422646,2020-08-16,2020-09-06,False,3,0,104,0,0,6,41
C10667,48,F,Single,Self-Employed,3393000,2,Owned,26,Chennai,Tamil Nadu,600001,L10667,Auto,Secured,4257000,3434000,68680.0,618120,2747200,16,2426528,1455178,2020-08-16,2020-09-10,False,4,1,83,16,89,7,46
C10668,49,M,Married,Self-Employed,4355000,3,Rented,22,Kolkata,West Bengal,700001,L10668,Personal,Unsecured,3243000,2666000,53320.0,479880,2132800,12,1919519,1757519,2020-08-17,2020-09-03,False,4,0,172,4,17,6,67
C10669,40,M,Single,Salaried,3525000,0,Owned,2,Bangalore,Karnataka,560001,L10669,Education,Secured,5936000,5039000,100780.0,907020,4031200,50,2125272,1981070,2020-08-17,2020-08-30,False,4,0,165,13,79,8,11
C10670,33,M,Married,Salaried,1691000,2,Owned,5,Bangalore,Karnataka,560001,L10670,Auto,Secured,2125000,1811000,36220.0,325980,1448800,22,914817,808795,2020-08-17,2020-09-05,False,1,1,38,10,32,6,67
C10671,47,M,Married,Self-Employed,2920000,4,Mortgage,27,Chennai,Tamil Nadu,600001,L10671,Personal,Unsecured,2263000,1627000,32540.0,292860,1301600,10,1171439,1016722,2020-08-17,2020-08-27,False,4,2,154,7,39,7,90
C10672,39,F,Single,Salaried,11747000,0,Owned,20,Hyderabad,Telangana,500001,L10672,Personal,Unsecured,5000000,3591000,71820.0,646380,2872800,7,2585519,4446133,2020-08-17,2020-09-02,False,1,0,12,0,0,2,57
C10673,31,M,Single,Self-Employed,5925000,1,Owned,14,Ahmedabad,Gujarat,380001,L10673,Education,Secured,11735000,9487000,189740.0,1707660,7589600,53,2737717,2050903,2020-08-17,2020-09-04,False,1,2,26,6,38,6,18
C10674,30,F,Single,Self-Employed,2933000,0,Mortgage,2,Hyderabad,Telangana,500001,L10674,Personal,Unsecured,3013000,2742000,54840.0,493560,2193600,15,1684612,908161,2020-08-17,2020-08-30,False,1,2,35,9,55,5,15
C10675,25,M,Single,Salaried,261000,0,Owned,18,Ahmedabad,Gujarat,380001,L10675,Home,Secured,1060000,835000,16700.0,150300,668000,32,118900,119074,2020-08-17,2020-09-13,False,1,0,13,0,0,5,48
C10676,34,M,Married,Salaried,2268000,4,Mortgage,9,Kolkata,West Bengal,700001,L10676,Personal,Unsecured,1988000,1910000,38200.0,343800,1528000,6,1299326,878246,2020-08-17,2020-08-25,False,1,2,27,0,0,3,65
C10677,51,M,Married,Self-Employed,388000,2,Owned,27,Mumbai,Maharashtra,400001,L10677,Home,Secured,1068000,1034000,20680.0,186120,827200,28,241372,111795,2020-08-17,2020-09-11,False,4,0,121,0,0,9,73
C10678,41,F,Single,Self-Employed,2173000,0,Mortgage,8,Kolkata,West Bengal,700001,L10678,Education,Secured,3901000,3426000,68520.0,616680,2740800,34,1400638,545881,2020-08-17,2020-08-29,True,3,0,36,20,105,4,71
C10679,34,M,Married,Salaried,2808000,3,Mortgage,29,Lucknow,Uttar Pradesh,226001,L10679,Home,Secured,11014000,10231000,204620.0,1841580,8184800,43,1593256,1177695,2020-08-17,2020-08-28,False,2,0,63,0,0,2,8
C10680,48,F,Single,Self-Employed,3779000,1,Owned,18,Delhi,Delhi,110001,L10680,Education,Secured,6196000,4882000,97640.0,878760,3905600,52,2372306,978806,2020-08-17,2020-09-08,False,1,0,51,23,106,1,85
C10681,31,F,Single,Self-Employed,4474000,1,Owned,8,Chennai,Tamil Nadu,600001,L10681,Home,Secured,16627000,14345000,286900.0,2582100,11476000,35,2577089,2351735,2020-08-17,2020-09-01,False,4,2,114,0,0,5,74
C10682,40,M,Married,Self-Employed,10284000,2,Owned,6,Jaipur,Rajasthan,302001,L10682,Auto,Secured,10000000,8325000,166500.0,1498500,6660000,34,5000000,3269685,2020-08-17,2020-09-13,False,4,2,185,6,33,5,2
C10683,38,M,Married,Self-Employed,2258000,3,Owned,7,Chennai,Tamil Nadu,600001,L10683,Personal,Unsecured,2121000,1556000,31120.0,280080,1244800,9,1120319,766033,2020-08-17,2020-08-27,False,4,2,103,10,61,9,33
C10684,47,M,Married,Self-Employed,1630000,3,Rented,2,Ahmedabad,Gujarat,380001,L10684,Auto,Secured,1894000,1790000,35800.0,322200,1432000,26,1066624,395985,2020-08-17,2020-09-01,False,1,0,53,8,55,5,18
C10685,24,F,Single,Self-Employed,874000,0,Owned,19,Mumbai,Maharashtra,400001,L10685,Home,Secured,3773000,3735000,74700.0,672300,2988000,30,440439,188213,2020-08-17,2020-09-07,False,2,2,82,0,0,6,12
C10686,31,M,Single,Salaried,2427000,1,Mortgage,1,Bangalore,Karnataka,560001,L10686,Personal,Unsecured,2176000,1927000,38540.0,346860,1541600,12,1065344,775358,2020-08-17,2020-09-10,False,1,0,51,0,0,4,69
C10687,23,M,Married,Self-Employed,1585000,3,Rented,20,Mumbai,Maharashtra,400001,L10687,Personal,Unsecured,1723000,1527000,30540.0,274860,1221600,10,920608,527145,2020-08-17,2020-08-26,True,3,1,68,21,106,4,92
C10688,37,F,Married,Salaried,7100000,3,Mortgage,5,Chennai,Tamil Nadu,600001,L10688,Personal,Unsecured,5000000,4694000,93880.0,844920,3755200,22,3379679,2263669,2020-08-17,2020-09-14,False,3,1,101,9,47,8,64
C10689,52,M,Single,Salaried,7895000,1,Owned,22,Pune,Maharashtra,411001,L10689,Home,Secured,22331000,21564000,431280.0,3881520,17251200,41,5000000,4064361,2020-08-17,2020-09-04,False,2,1,108,2,8,3,11
C10690,34,M,Single,Salaried,926000,0,Owned,27,Hyderabad,Telangana,500001,L10690,Personal,Unsecured,917000,662000,13240.0,119160,529600,13,476639,209967,2020-08-17,2020-08-22,False,2,1,49,0,0,3,5
C10691,34,F,Married,Salaried,2772000,5,Owned,28,Hyderabad,Telangana,500001,L10691,Personal,Unsecured,2590000,2097000,41940.0,377460,1677600,21,1509839,1250026,2020-08-17,2020-09-04,False,2,2,79,2,16,7,41
C10692,48,M,Married,Salaried,1859000,3,Rented,23,Delhi,Delhi,110001,L10692,Personal,Unsecured,1520000,1357000,27140.0,244260,1085600,16,977039,479459,2020-08-17,2020-09-06,False,4,0,109,0,0,4,55
C10693,50,M,Single,Self-Employed,9529000,0,Rented,4,Mumbai,Maharashtra,400001,L10693,Personal,Unsecured,5000000,3683000,73660.0,662940,2946400,23,2651759,2330584,2020-08-17,2020-08-26,False,3,2,102,0,0,7,35
C10694,39,F,Married,Salaried,4575000,4,Mortgage,18,Jaipur,Rajasthan,302001,L10694,Home,Secured,16277000,11962000,239240.0,2153160,9569600,45,2600419,1667688,2020-08-17,2020-08-27,False,4,2,155,0,0,7,22
C10695,46,F,Married,Salaried,568000,3,Rented,25,Mumbai,Maharashtra,400001,L10695,Personal,Unsecured,443000,354000,7080.0,63720,283200,8,254879,197995,2020-08-18,2020-09-13,False,1,0,28,0,0,5,15
C10696,29,M,Single,Self-Employed,2220000,1,Owned,22,Bangalore,Karnataka,560001,L10696,Home,Secured,7890000,6012000,120240.0,1082160,4809600,46,1507807,1156441,2020-08-18,2020-09-02,False,4,2,91,5,31,5,95
C10697,53,M,Married,Self-Employed,599000,3,Owned,18,Ahmedabad,Gujarat,380001,L10697,Auto,Secured,622000,470000,9400.0,84600,376000,31,321264,151559,2020-08-18,2020-09-07,False,1,1,34,1,6,5,90
C10698,61,F,Married,Self-Employed,3454000,3,Owned,18,Ahmedabad,Gujarat,380001,L10698,Home,Secured,10291000,10016000,200320.0,1802880,8012800,32,2372757,1581099,2020-08-18,2020-09-03,False,4,0,113,13,69,6,60
C10699,45,F,Married,Self-Employed,206000,3,Mortgage,6,Delhi,Delhi,110001,L10699,Home,Secured,632000,442000,8840.0,79560,353600,36,122578,86403,2020-08-18,2020-09-10,False,1,0,36,0,0,4,80
C10700,19,M,Single,Self-Employed,496000,0,Owned,26,Lucknow,Uttar Pradesh,226001,L10700,Personal,Unsecured,488000,461000,9220.0,82980,368800,12,229201,167810,2020-08-18,2020-09-13,False,1,0,60,4,24,5,92
C10701,34,M,Single,Salaried,339000,0,Owned,17,Mumbai,Maharashtra,400001,L10701,Home,Secured,1133000,1073000,21460.0,193140,858400,41,168282,151404,2020-08-18,2020-08-22,False,1,0,55,11,51,1,23
C10702,46,M,Married,Self-Employed,463000,3,Mortgage,2,Ahmedabad,Gujarat,380001,L10702,Personal,Unsecured,358000,304000,6080.0,54720,243200,12,218879,155118,2020-08-18,2020-09-16,False,2,0,94,10,51,4,29
C10703,35,M,Married,Self-Employed,2433000,3,Rented,18,Delhi,Delhi,110001,L10703,Auto,Secured,2959000,2862000,57240.0,515160,2289600,28,1324868,1105910,2020-08-18,2020-09-03,False,4,1,63,7,39,8,1
C10704,52,F,Single,Self-Employed,816000,0,Owned,10,Hyderabad,Telangana,500001,L10704,Auto,Secured,884000,864000,17280.0,155520,691200,34,568966,248833,2020-08-18,2020-09-11,False,2,0,77,8,52,3,25
C10705,45,M,Married,Salaried,2123000,3,Owned,20,Bangalore,Karnataka,560001,L10705,Home,Secured,6677000,5770000,115400.0,1038600,4616000,39,1102750,851402,2020-08-18,2020-08-31,False,2,0,70,3,18,3,35
C10706,32,M,Single,Salaried,2894000,0,Mortgage,10,Chennai,Tamil Nadu,600001,L10706,Home,Secured,10883000,8845000,176900.0,1592100,7076000,34,1915006,1261816,2020-08-18,2020-09-17,False,4,1,73,0,0,9,0
C10707,40,M,Single,Self-Employed,7875000,0,Owned,19,Mumbai,Maharashtra,400001,L10707,Personal,Unsecured,5000000,3703000,74060.0,666540,2962400,15,2666159,4248657,2020-08-18,2020-09-09,False,1,0,49,0,0,2,24
C10708,31,M,Single,Salaried,3015000,1,Mortgage,12,Delhi,Delhi,110001,L10708,Auto,Secured,4318000,3563000,71260.0,641340,2850400,15,1626013,1300017,2020-08-18,2020-08-28,False,1,2,3,0,0,5,10
C10709,38,M,Single,Salaried,1403000,0,Owned,28,Pune,Maharashtra,411001,L10709,Personal,Unsecured,1335000,1205000,24100.0,216900,964000,23,719517,743481,2020-08-18,2020-09-05,False,4,1,56,0,0,4,47
C10710,34,F,Married,Self-Employed,532000,2,Owned,23,Jaipur,Rajasthan,302001,L10710,Education,Secured,890000,670000,13400.0,120600,536000,45,280523,148722,2020-08-18,2020-09-15,False,1,2,31,0,0,6,40
C10711,51,M,Single,Salaried,1386000,0,Mortgage,12,Jaipur,Rajasthan,302001,L10711,Home,Secured,3833000,3187000,63740.0,573660,2549600,38,788125,578705,2020-08-18,2020-08-26,False,3,1,95,6,35,3,2
C10712,61,F,Married,Self-Employed,3608000,3,Rented,19,Pune,Maharashtra,411001,L10712,Auto,Secured,3796000,3790000,75800.0,682200,3032000,30,2699959,958497,2020-08-18,2020-08-20,False,3,0,120,0,0,3,80
C10713,25,F,Single,Self-Employed,832000,0,Owned,6,Kolkata,West Bengal,700001,L10713,Education,Secured,1684000,1419000,28380.0,255420,1135200,40,433254,291224,2020-08-18,2020-09-08,False,3,1,79,0,0,6,43
C10714,20,F,Single,Self-Employed,3510000,0,Rented,5,Kolkata,West Bengal,700001,L10714,Home,Secured,15248000,12836000,256720.0,2310480,10268800,34,1804987,1138647,2020-08-18,2020-08-26,False,3,0,102,21,107,5,3
C10715,37,M,Married,Salaried,5348000,3,Mortgage,14,Kolkata,West Bengal,700001,L10715,Home,Secured,17024000,16677000,333540.0,3001860,13341600,44,2733774,1658715,2020-08-18,2020-08-28,False,2,0,41,6,32,3,2
C10716,24,M,Single,Self-Employed,784000,0,Rented,6,Jaipur,Rajasthan,302001,L10716,Personal,Unsecured,769000,583000,11660.0,104940,466400,18,327331,201304,2020-08-18,2020-09-16,False,2,0,109,11,55,4,1
C10717,40,M,Single,Salaried,3004000,1,Mortgage,29,Chennai,Tamil Nadu,600001,L10717,Personal,Unsecured,2447000,1857000,37140.0,334260,1485600,17,1337039,986623,2020-08-18,2020-09-08,False,1,1,22,0,0,6,18
C10718,47,M,Single,Self-Employed,797000,2,Owned,16,Bangalore,Karnataka,560001,L10718,Home,Secured,2501000,1973000,39460.0,355140,1578400,38,530243,180928,2020-08-18,2020-09-16,False,2,1,67,0,0,5,72
C10719,54,M,Married,Self-Employed,11891000,3,Owned,3,Kolkata,West Bengal,700001,L10719,Home,Secured,34533000,34225000,684500.0,6160500,27380000,27,5000000,3114652,2020-08-18,2020-08-21,False,3,0,56,22,148,6,35
C10720,42,M,Single,Self-Employed,2163000,0,Mortgage,31,Jaipur,Rajasthan,302001,L10720,Personal,Unsecured,1874000,1681000,33620.0,302580,1344800,20,1210319,697374,2020-08-18,2020-08-29,False,1,0,25,2,10,3,9
C10721,38,M,Married,Salaried,1920000,2,Rented,1,Chennai,Tamil Nadu,600001,L10721,Education,Secured,3500000,3159000,63180.0,568620,2527200,49,957347,648787,2020-08-18,2020-08-25,False,4,0,179,1,3,5,18
C10722,20,M,Single,Self-Employed,6434000,1,Owned,12,Delhi,Delhi,110001,L10722,Personal,Unsecured,5000000,4305000,86100.0,774900,3444000,20,2652992,2246410,2020-08-18,2020-08-25,False,3,1,56,0,0,6,23
C10723,40,M,Single,Self-Employed,2538000,0,Owned,19,Chennai,Tamil Nadu,600001,L10723,Home,Secured,8423000,6003000,120060.0,1080540,4802400,26,1405065,711742,2020-08-19,2020-08-28,False,3,0,44,0,0,7,44
C10724,40,M,Married,Salaried,2798000,3,Owned,28,Bangalore,Karnataka,560001,L10724,Personal,Unsecured,2445000,1736000,34720.0,312480,1388800,8,1249919,1334346,2020-08-19,2020-09-13,False,1,2,41,1,5,1,45
C10725,46,M,Single,Self-Employed,2068000,0,Owned,28,Jaipur,Rajasthan,302001,L10725,Home,Secured,6391000,5266000,105320.0,947880,4212800,36,1205757,603777,2020-08-19,2020-09-15,False,4,0,104,2,9,5,10
C10726,32,F,Married,Salaried,9826000,2,Rented,31,Bangalore,Karnataka,560001,L10726,Auto,Secured,10000000,7541000,150820.0,1357380,6032800,33,4461660,4414781,2020-08-19,2020-09-04,False,1,1,29,0,0,2,2
C10727,35,M,Single,Salaried,1812000,1,Mortgage,6,Bangalore,Karnataka,560001,L10727,Personal,Unsecured,1595000,1495000,29900.0,269100,1196000,9,1076399,611838,2020-08-19,2020-09-13,False,3,0,108,9,36,7,51
C10728,25,F,Single,Self-Employed,3290000,0,Owned,12,Ahmedabad,Gujarat,380001,L10728,Home,Secured,11874000,11557000,231140.0,2080260,9245600,39,1677020,956167,2020-08-19,2020-09-08,False,4,2,135,6,31,6,0
C10729,18,M,Married,Salaried,445000,4,Owned,1,Pune,Maharashtra,411001,L10729,Home,Secured,2037000,1558000,31160.0,280440,1246400,27,212697,134100,2020-08-19,2020-08-24,False,2,0,32,0,0,2,15
C10730,28,F,Married,Self-Employed,929000,5,Rented,25,Delhi,Delhi,110001,L10730,Personal,Unsecured,879000,761000,15220.0,136980,608800,14,377765,238955,2020-08-19,2020-09-07,False,1,2,4,0,0,2,55
C10731,24,M,Married,Salaried,433000,2,Owned,15,Pune,Maharashtra,411001,L10731,Personal,Unsecured,445000,316000,6320.0,56880,252800,20,227519,213818,2020-08-19,2020-09-02,False,3,2,105,0,0,8,3
C10732,43,F,Single,Self-Employed,691000,0,Owned,9,Pune,Maharashtra,411001,L10732,Personal,Unsecured,576000,412000,8240.0,74160,329600,22,296639,218228,2020-08-19,2020-09-02,False,3,2,65,0,0,3,75
C10733,34,M,Single,Self-Employed,3516000,0,Rented,10,Hyderabad,Telangana,500001,L10733,Auto,Secured,4450000,3950000,79000.0,711000,3160000,17,1808236,1485917,2020-08-19,2020-09-17,False,1,0,56,5,31,2,23
C10734,34,F,Single,Self-Employed,3074000,0,Owned,13,Mumbai,Maharashtra,400001,L10734,Personal,Unsecured,2985000,2577000,51540.0,463860,2061600,17,1855439,1361744,2020-08-19,2020-09-06,False,3,2,95,0,0,6,61
C10735,30,M,Married,Salaried,2218000,3,Rented,20,Lucknow,Uttar Pradesh,226001,L10735,Home,Secured,8684000,7795000,155900.0,1403100,6236000,39,1025449,855511,2020-08-19,2020-08-22,False,4,1,161,12,68,5,20
C10736,18,F,Single,Salaried,807000,1,Owned,7,Chennai,Tamil Nadu,600001,L10736,Personal,Unsecured,879000,647000,12940.0,116460,517600,8,404786,371956,2020-08-19,2020-08-28,False,4,1,150,12,73,9,81
C10737,55,M,Single,Self-Employed,2092000,1,Owned,25,Mumbai,Maharashtra,400001,L10737,Education,Secured,2952000,2804000,56080.0,504720,2243200,58,1552836,720249,2020-08-19,2020-08-23,False,3,2,126,0,0,3,10
C10738,29,M,Single,Self-Employed,1859000,1,Owned,26,Chennai,Tamil Nadu,600001,L10738,Personal,Unsecured,1918000,1349000,26980.0,242820,1079200,20,733671,844187,2020-08-19,2020-08-21,False,1,1,19,3,18,4,66
C10739,35,M,Single,Salaried,441000,1,Rented,7,Hyderabad,Telangana,500001,L10739,Auto,Secured,616000,441000,8820.0,79380,352800,32,208617,204162,2020-08-19,2020-09-07,False,4,0,199,10,54,7,38
C10740,25,F,Single,Self-Employed,2783000,1,Owned,11,Ahmedabad,Gujarat,380001,L10740,Auto,Secured,3867000,2975000,59500.0,535500,2380000,17,1217258,920148,2020-08-19,2020-08-26,False,1,1,41,0,0,2,1
C10741,49,M,Single,Self-Employed,2049000,0,Mortgage,10,Delhi,Delhi,110001,L10741,Auto,Secured,2270000,1971000,39420.0,354780,1576800,21,1158167,785922,2020-08-19,2020-09-11,False,1,0,60,0,0,2,38
C10742,41,M,Married,Self-Employed,8841000,3,Owned,3,Lucknow,Uttar Pradesh,226001,L10742,Education,Secured,13440000,13407000,268140.0,2413260,10725600,55,5000000,4901268,2020-08-19,2020-08-27,False,3,2,131,0,0,6,75
C10743,31,F,Single,Self-Employed,3182000,0,Owned,6,Bangalore,Karnataka,560001,L10743,Personal,Unsecured,2719000,2348000,46960.0,422640,1878400,21,1690559,1327400,2020-08-19,2020-09-07,False,3,0,72,0,0,7,86
C10744,36,M,Single,Salaried,3532000,0,Owned,14,Chennai,Tamil Nadu,600001,L10744,Education,Secured,6291000,6016000,120320.0,1082880,4812800,35,1629998,877066,2020-08-19,2020-09-08,False,1,2,7,6,31,2,1
C10745,56,M,Single,Self-Employed,3891000,1,Rented,23,Ahmedabad,Gujarat,380001,L10745,Home,Secured,11227000,8088000,161760.0,1455840,6470400,45,2626989,1192276,2020-08-19,2020-09-16,False,2,0,66,2,7,4,70
C10746,39,F,Married,Salaried,943000,4,Rented,9,Mumbai,Maharashtra,400001,L10746,Home,Secured,3534000,3401000,68020.0,612180,2720800,28,483398,200737,2020-08-19,2020-09-04,False,3,1,116,7,35,5,28
C10747,38,M,Married,Self-Employed,2129000,2,Rented,1,Bangalore,Karnataka,560001,L10747,Auto,Secured,2533000,2326000,46520.0,418680,1860800,31,1430781,842255,2020-08-19,2020-09-02,False,3,1,74,1,5,5,88
C10748,30,F,Married,Salaried,8196000,2,Mortgage,23,Bangalore,Karnataka,560001,L10748,Education,Secured,15003000,11789000,235780.0,2122020,9431200,21,5000000,2289946,2020-08-19,2020-09-06,False,4,1,130,10,61,8,64
C10749,21,M,Single,Self-Employed,196000,2,Owned,9,Kolkata,West Bengal,700001,L10749,Auto,Secured,294000,243000,4860.0,43740,194400,15,83046,88714,2020-08-19,2020-09-07,False,4,0,143,0,0,4,79
C10750,38,M,Single,Salaried,402000,0,Owned,4,Delhi,Delhi,110001,L10750,Auto,Secured,490000,345000,6900.0,62100,276000,34,248399,206296,2020-08-20,2020-08-27,False,2,1,71,2,6,4,0
C10751,43,M,Single,Self-Employed,1572000,0,Mortgage,18,Jaipur,Rajasthan,302001,L10751,Personal,Unsecured,1175000,977000,19540.0,175860,781600,15,703439,395208,2020-08-20,2020-08-24,True,1,0,18,3,19,1,98
C10752,50,F,Single,Self-Employed,916000,0,Owned,23,Ahmedabad,Gujarat,380001,L10752,Education,Secured,1389000,1335000,26700.0,240300,1068000,22,477574,409742,2020-08-20,2020-09-13,False,2,1,67,11,60,6,69
C10753,18,F,Single,Salaried,326000,1,Rented,20,Chennai,Tamil Nadu,600001,L10753,Personal,Unsecured,335000,320000,6400.0,57600,256000,14,151446,103005,2020-08-20,2020-08-22,False,3,0,65,0,0,8,3
C10754,28,M,Married,Self-Employed,1003000,3,Owned,9,Kolkata,West Bengal,700001,L10754,Auto,Secured,1467000,1280000,25600.0,230400,1024000,29,614898,297982,2020-08-20,2020-09-18,False,4,1,121,0,0,7,45
C10755,34,M,Single,Self-Employed,975000,0,Rented,19,Hyderabad,Telangana,500001,L10755,Personal,Unsecured,931000,762000,15240.0,137160,609600,21,519196,608700,2020-08-20,2020-08-29,True,4,2,70,0,0,7,91
C10756,39,F,Married,Self-Employed,2820000,3,Mortgage,26,Mumbai,Maharashtra,400001,L10756,Personal,Unsecured,2370000,1760000,35200.0,316800,1408000,13,1267199,707376,2020-08-20,2020-08-23,False,3,0,134,18,105,8,43
C10757,38,F,Married,Salaried,673000,3,Mortgage,18,Kolkata,West Bengal,700001,L10757,Auto,Secured,931000,851000,17020.0,153180,680800,32,322663,252019,2020-08-20,2020-09-17,False,3,2,97,2,3,4,53
